Study_ID,Sample_ID,Site,Site_code,Long,Lat,Blank_collection_method,Blank_Type,Sample_Type,Family,Order,Stage,Metamorphosis,Exposure,Stream_Type,Month,Water_Temp,Dissolved_oxygen,Conductivity,Total_Phosphorus,Total_Dissolved_Solids,Total_Suspended_Solids,Ammonia,Total_Organic_Carbon,pH,Dissolved_Nitrogen,Nitrate,Nitrite,Dissolved_Organic_Carbon,Orthophosphate
KK2118,SUNAL_1_Ad_Mayfly_MB_3,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2119,SUNAL_1_Ad_Mayfly_MB_4,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2120,SUNAL_1_Ad_Mayfly_MB_5,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2121,SUNAL_1_Ad_Mayfly_MB_6,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2122,SUNAL_1_Ad_Mayfly_MB_7,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2123,SUNAL_1_Ad_Mayfly_MB_8,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2124,SUNAL_1_Ad_Caddis_MB_1,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2125,SUNAL_1_Ad_Caddis_MB_2,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2126,SUNAL_1_Ad_Caddis_MB_3,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2127,SUNAL_1_Ad_Caddis_MB_4,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2128,SUNAL_1_Ad_Caddis_MB_5,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2129,SUNAL_1_Ad_Caddis_MB_6,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2130,SUNAL_1_Ad_Caddis_MB_7,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2131,SUNAL_1_Ad_Caddis_MB_8,Sunalta,SUN,-114.112,51.04707,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.7,9.76,265.3,0.008,145,5.1,0.025,1,8.4,,0.085,0.005,,
KK2132,CUSHBR_1_Ad_Chiro_MB_1,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2133,CUSHBR_1_Ad_Chiro_MB_2,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2134,CUSHBR_1_Ad_Chiro_MB_3,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2135,CUSHBR_1_Ad_Chiro_MB_4,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2136,CUSHBR_1_Ad_Chiro_MB_5,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2137,CUSHBR_1_Ad_Chiro_MB_6,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2138,CUSHBR_1_Ad_Chiro_MB_7,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2139,CUSHBR_1_Ad_Chiro_MB_8,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2140,CUSHBR_1_Ad_Mayfly_MB_1,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2141,CUSHBR_1_Ad_Mayfly_MB_2,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2142,CUSHBR_1_Ad_Mayfly_MB_3,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2143,CUSHBR_1_Ad_Mayfly_MB_4,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2144,CUSHBR_1_Ad_Mayfly_MB_5,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2145,CUSHBR_1_Ad_Mayfly_MB_6,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2146,CUSHBR_1_Ad_Mayfly_MB_7,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2147,CUSHBR_1_Ad_Mayfly_MB_8,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2148,CUSHBR_1_Ad_Caddis_MB_1,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2149,CUSHBR_1_Ad_Caddis_MB_2,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2150,CUSHBR_1_Ad_Caddis_MB_3,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2151,CUSHBR_1_Ad_Caddis_MB_4,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2152,CUSHBR_1_Ad_Caddis_MB_5,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2153,CUSHBR_1_Ad_Caddis_MB_6,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2154,CUSHBR_1_Ad_Caddis_MB_7,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2155,CUSHBR_1_Ad_Caddis_MB_8,Cushing Bridge,CUSHBR,-114.010721,51.039244,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Unexposed,Bow River,July,14.3,9.68,288.4,0.009,158,6.1,0.025,1.3,8.3,,0.095,0.005,,
KK2156,POLFLT_1_Ad_Chiro_MB_1,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2157,POLFLT_1_Ad_Chiro_MB_2,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2158,POLFLT_1_Ad_Chiro_MB_3,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2159,POLFLT_1_Ad_Chiro_MB_4,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2160,POLFLT_1_Ad_Chiro_MB_5,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2161,POLFLT_1_Ad_Chiro_MB_6,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2162,POLFLT_1_Ad_Chiro_MB_7,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2163,POLFLT_1_Ad_Chiro_MB_8,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Diptera,Diptera,Adults,Holometabolous,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2164,POLFLT_1_Ad_Mayfly_MB_1,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2165,POLFLT_1_Ad_Mayfly_MB_2,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2166,POLFLT_1_Ad_Mayfly_MB_3,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2167,POLFLT_1_Ad_Mayfly_MB_4,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2168,POLFLT_1_Ad_Mayfly_MB_5,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2169,POLFLT_1_Ad_Mayfly_MB_6,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2170,POLFLT_1_Ad_Mayfly_MB_7,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2171,POLFLT_1_Ad_Mayfly_MB_8,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Ephemeroptera,Ephemeroptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2172,POLFLT_1_Ad_Caddis_MB_1,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2173,POLFLT_1_Ad_Caddis_MB_2,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2174,POLFLT_1_Ad_Caddis_MB_3,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2175,POLFLT_1_Ad_Caddis_MB_4,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2176,POLFLT_1_Ad_Caddis_MB_5,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2177,POLFLT_1_Ad_Caddis_MB_6,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2178,POLFLT_1_Ad_Caddis_MB_7,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2179,POLFLT_1_Ad_Caddis_MB_8,Policeman Flats,PMF,-113.946021,50.845144,Sheet,,Sample,Trichoptera,Trichoptera,Adults,,Exposed,Bow River,July,13.7,9.46,300.6,0.019,165,8.9,0.025,0.9,8.2,,0.328,0.005,,
KK2180,MB_NEG_BLANK_1,,,,,Buffer,Buffer tube,Blank,,,,,,,,,,,,,,,,,,,,,
KK2181,MB_NEG_BLANK_2,,,,,Buffer,Buffer tube,Blank,,,,,,,,,,,,,,,,,,,,,
LR457nesteneg,Nested_negative_457_1,,,,,Extraction_neg,Nested PCR negative,Blank,,,,,,,,,,,,,,,,,,,,,
KK458neg1,Nested_negative_458_1,,,,,Extraction_neg,Nested PCR negative,Blank,,,,,,,,,,,,,,,,,,,,,
KK458neg2,Nested_negative_458_2,,,,,Extraction_neg,Nested PCR negative,Blank,,,,,,,,,,,,,,,,,,,,,
KK459neg1,Nested_negative_459_1,,,,,Extraction_neg,Nested PCR negative,Blank,,,,,,,,,,,,,,,,,,,,,
KK460neg1,Nested_negative_460_1,,,,,Extraction_neg,Nested PCR negative,Blank,,,,,,,,,,,,,,,,,,,,,
KK460neg2,Nested_negative_460_2,,,,,Extraction_neg,Nested PCR negative,Blank,,,,,,,,,,,,,,,,,,,,,
LR461extrcneg1,Extraction_negative_461_1,,,,,Extraction_neg_4,DNA extraction reagent,Blank,,,,,,,,,,,,,,,,,,,,,
LR461extrcneg2,Extraction_negative_461_2,,,,,Extraction_neg_4,DNA extraction reagent,Blank,,,,,,,,,,,,,,,,,,,,,
